Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Lat","Lon"
"Tabula Rasa","The Vestibule > The Monastery > Big Thompson Canyon > Estes Park Valley > Colorado",https://www.mountainproject.com/route/105756052/tabula-rasa,3.6,-1,Sport,5.10d,1,,40.45334,-105.36914
"Pigs On The Wing","The Wall > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105895467/pigs-on-the-wing,3.7,-1,Trad,5.11,1,90,38.17139,-109.59666
"The Great Escape","Wall of Justice > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105748433/the-great-escape,3.7,-1,Sport,5.12,1,,39.7374,-105.3202
"Wheat Thin","The Cookie Cliff > Aj. Cookie Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105871252/wheat-thin,3.7,-1,Trad,5.10c,1,80,37.71772,-119.71881
"The Raw and the Roasted","The Gym > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/106015558/the-raw-and-the-roasted,3.7,-1,Sport,5.11,1,,38.6329,-105.2165
Gravitations,"Cactus Cliff > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105752389/gravitations,3.7,-1,Sport,5.11d,1,70,38.63213,-105.22238
"The Great Escape","L.  The Chapel Wall > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105867142/the-great-escape,3.7,-1,Sport,5.11c/d,4,449,37.738,-119.59215
"Mr. Critical","Hornets Nest > South Seas > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/105881013/mr-critical,3.9,-1,Sport,5.11,1,140,43.8866,-103.46659
"Bathtub Mary","The Arsenal > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106862482/bathtub-mary,3.7,-1,Sport,5.11a,1,70,37.73348,-83.63984
"Angel's Way","Ridge 3 aka Angel's Way > Skunk Canyon > North > Flatirons > Boulder > Colorado",https://www.mountainproject.com/route/105758545/angels-way,3.6,-1,Trad,5.2,8,1200,39.9789,-105.2922
"North Ridge","Lone Pine Peak > 14 - Whitney & Surrounding Peaks > High Sierra > California",https://www.mountainproject.com/route/106169851/north-ridge,3.5,-1,"Trad, Alpine",5.6,1,,36.5616,-118.2251
"Rye Crisp","Elephant Rock - East > Elephant Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105740981/rye-crisp,3.6,-1,Trad,5.8,1,120,42.06739,-113.70894
"Flying Buttress","Nautilus > Vedauwoo > Wyoming",https://www.mountainproject.com/route/105752740/flying-buttress,3.7,-1,Trad,5.10,1,100,41.15478,-105.37467
Gambit,"Shirt Tail Peak > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/105751960/gambit,3.6,-1,Trad,5.8,5,,39.93429,-105.28837
"27 Years of Climbing","The Gallery > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106125099/27-years-of-climbing,3.5,-1,Sport,5.8,1,65,37.65292,-83.71772
"Gobbler's Grunt","Turkey Rock > Turkey Rocks > South Platte > Colorado",https://www.mountainproject.com/route/105752743/gobblers-grunt,3.7,-1,Trad,5.9,3,,39.11917,-105.23983
"Taliban Soup","Prophecy Wall > West Side > Horseshoe Canyon Ranch > North-Central Arkansas > Arkansas",https://www.mountainproject.com/route/105986418/taliban-soup,3.7,-1,Sport,5.11,1,,36.00388,-93.29631
"Latest Rage","(k) The Dihedrals > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105814483/latest-rage,3.7,-1,Sport,5.12b,1,75,44.3665,-121.14564
"Inti Watana","Aeolian Wall > 13-Mt. Wilson > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732617/inti-watana,3.5,-1,Trad,5.10c,12,2000,36.09485,-115.48188
Genesis,"Redgarden - S Buttress > Redgarden Wall > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/105749248/genesis,3.7,-1,"Trad, Sport",5.12+,2,,39.93119,-105.28395
"The Womb","North Side > Looking Glass Rock > 1. Southern Mountains Region > North Carolina",https://www.mountainproject.com/route/105874488/the-womb,3.7,-1,Trad,5.11a,3,250,35.30546,-82.79093
"Hakuna Matata","Drive-By Crag > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107329629/hakuna-matata,3.7,-1,Sport,5.12a,1,80,37.65292,-83.72495
"Hard Day at The Orifice","Orifice Wall > The Fortress > 8 - Summit Crags > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/105794908/hard-day-at-the-orifice,3.8,-1,Sport,5.12b,1,60,32.43251,-110.79804
"Big Bear Memorial","Hound Dog Crag > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/107199072/big-bear-memorial,3.7,-1,Sport,5.10b,1,100,44.10033,-107.28463
"Garfield Goes To Washington","White House Wall > Emancipation > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/105714800/garfield-goes-to-washington,3.7,-1,Trad,5.8,3,400,43.8807,-103.4619
"Gold Rush","The Gallery > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106980972/gold-rush,3.7,-1,Sport,5.11d,1,70,37.65292,-83.71772
"unnamed classic hand crack aka Gold Crown","Broken Tooth > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105718114/unnamed-classic-hand-crack-aka-gold-crown,3.7,-1,Trad,5.11-,1,120,38.10072,-109.56618
Mainliner,"Sundance Buttress > Lumpy Ridge > Estes Park Valley > Colorado",https://www.mountainproject.com/route/105749065/mainliner,3.6,-1,Trad,5.9,5,700,40.41269,-105.5516
"Bullethead East","Bulletheads, Central > The Bulletheads > The Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107237875/bullethead-east,3.7,-1,Trad,5.10c,4,500,49.6807,-123.1474
"Climb Of The Century","Rincon - L of Center Route > Rincon > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/105753106/climb-of-the-century,3.7,-1,Trad,5.11,1,,39.93435,-105.28993
"Burnt Beans and Coffee","Lower Remuda > Wild Iris > Lander Area > Wyoming",https://www.mountainproject.com/route/106020017/burnt-beans-and-coffee,3.7,-1,Sport,5.12c,1,50,42.59215,-108.73721
Tideline,"Olmsted Canyon Right > Olmsted Area > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/106225753/tideline,3.7,-1,Trad,5.11a,1,70,37.81564,-119.48839
Rage,"Stephen King Library > South Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/106270396/rage,4.0,-1,Sport,5.12c,1,60,36.0947,-84.7083
"Dave the Dude","Eastern Sky Bridge Ridge > Northern Gorge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106169442/dave-the-dude,3.7,-1,Sport,5.11d,1,70,37.81596,-83.58104
"Feast of Fools","h. The Arrow Wall - CCK > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799568/feast-of-fools,3.6,-1,Trad,5.10b,2,250,41.74396,-74.17964
Tsunami,"New Wave Wall > 3 - Windy Point East > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/105738515/tsunami,3.7,-1,Sport,5.12,1,70,32.36737,-110.71451
"Flesh For Lulu","Holderness Corner > The Meadows > *Rumney > New Hampshire",https://www.mountainproject.com/route/105908632/flesh-for-lulu,3.6,-1,Sport,5.12a/b,1,,43.8024,-71.8314
"West Face Variation","(s) Monkey Face > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105792553/west-face-variation,3.6,-1,"Trad, Aid","5.8 C0",5,300,44.37053,-121.14363
Wristlets,"White Wall > Foster Falls > Tennessee",https://www.mountainproject.com/route/105978792/wristlets,3.7,-1,Sport,5.11c/d,1,60,35.17953,-85.67775
"Straight Shooter","Straight Shooter Wall > 10-Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732428/straight-shooter,3.6,-1,Trad,5.9+,1,60,36.1268,-115.48806
Toxic,"(d) Aggro Gully > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105789298/toxic,3.6,-1,Sport,5.11b,1,50,44.36724,-121.14238
"Millenium Falcon","Main Cliff > *Rumney > New Hampshire",https://www.mountainproject.com/route/106021168/millenium-falcon,3.6,-1,Sport,5.10c,1,75,43.8025,-71.83593
"BBQ Buddies Control the Cosmos","After 5 Crag > Dry Wall > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/108351518/bbq-buddies-control-the-cosmos,3.7,-1,Sport,5.10b,1,100,44.09776,-107.29082
Bloodshot,"(f) Cocaine Gully > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/106382806/bloodshot,3.7,-1,Sport,5.11c,1,90,44.36719,-121.14307
Babe-a-licious,"The Betagraph > Logan Canyon > Cache Valley > Northern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106191104/babe-a-licious,3.7,-1,Sport,5.10d,1,70,41.80111,-111.63692
"Triple S","South Peak West Face (Main Area) > South Peak - West Face > Seneca Rocks > West Virginia",https://www.mountainproject.com/route/105908844/triple-s,3.6,-1,Trad,5.8+,2,90,38.83453,-79.36677
"Whale's Back","Technicolor Wall > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105795287/whales-back,3.7,-1,Trad,5.10+,1,120,38.05715,-109.58647
"Yellow Ridge","a. Beginning of cliff to Gelsa > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799421/yellow-ridge,3.6,-1,Trad,5.7,3,200,41.73517,-74.19463
"Points O' Contact","T-Wall East > The Tennessee Wall > Tennessee",https://www.mountainproject.com/route/105891939/points-o-contact,3.7,-1,Trad,5.10c,1,80,35.07379,-85.40108
Ecstasy,"South End > Seneca Rocks > West Virginia",https://www.mountainproject.com/route/105910030/ecstasy,3.6,-1,Trad,5.7,3,250,38.83377,-79.36693
"Flake Route","05: Pedestal Buttress > East Bluff 04 - East Rampart > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/105730640/flake-route,3.7,-1,"Trad, TR","5.10d PG13",1,,43.41359,-89.71252
"Princely Ambitions","(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105790710/princely-ambitions,3.6,-1,Trad,5.9,2,,47.81847,-121.57139
"Titties and Beer  (aka ""World's Hardest 5.8"")","Sun Wall > Looking Glass Rock > 1. Southern Mountains Region > North Carolina",https://www.mountainproject.com/route/105900752/titties-and-beer-aka-worlds-hardest-58,3.6,-1,Trad,5.10a,5,500,35.30308,-82.79529
"Rock Warrior","Black Velvet Wall > 16-Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105883684/rock-warrior,3.6,-1,Trad,"5.10b R",6,,36.03518,-115.46652
"Climb of the Ancient Mariner","The Bookend > Lumpy Ridge > Estes Park Valley > Colorado",https://www.mountainproject.com/route/105748966/climb-of-the-ancient-mariner,3.7,-1,"Trad, Sport",5.10a,3,,40.40681,-105.5372
"Rainy Day Dream Away","Campground Wall > The Bulletheads > The Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105842909/rainy-day-dream-away,3.7,-1,Trad,5.10c,1,130,49.6782,-123.1515
"Mr. Squiggles","The Main Wall > Trout Creek > Central Oregon > Oregon",https://www.mountainproject.com/route/106569405/mr-squiggles,3.7,-1,Trad,5.10b/c,1,,44.80197,-121.10859
"Satan's Corner","Dihedrals Area > Gate Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105740510/satans-corner,3.6,-1,Trad,5.8,2,100,40.57311,-111.75298
Ahab,"Moby Dick and Pterodactyl Terrace > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105872907/ahab,3.6,-1,Trad,5.10b,1,155,37.72875,-119.63724
"Grape Ape","Winter Wall > Diablo Canyon > Santa Fe Area > New Mexico",https://www.mountainproject.com/route/105796988/grape-ape,3.7,-1,Sport,5.10c,1,150,35.80565,-106.14023
"Bolt From the Blue","Shipwreck Wall - East Face > (c) Shipwreck Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/106784951/bolt-from-the-blue,3.7,-1,Sport,5.12a,1,110,44.36708,-121.14198
Gelsa,"a. Beginning of cliff to Gelsa > The Near Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799482/gelsa,3.5,-1,Trad,5.4,3,195,41.73517,-74.19463
"If Dreams Were Thunder","Sidewalk Buttress > Leigh Creek > Old Road Crags > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/108233079/if-dreams-were-thunder,3.7,-1,Sport,5.12b,1,80,44.08118,-107.3024
"Black and Tan","M) Fantasy Area > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105977657/black-and-tan,3.7,-1,Trad,5.10a,1,80,38.05596,-81.05393
"The Prow","I. Washington Column > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105911858/the-prow,3.6,-1,"Trad, Aid","5.8 C2",12,1200,37.74778,-119.559
"The Prophet","Alternative Crag > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106421490/the-prophet,3.7,-1,Sport,5.12b,1,65,36.15633,-115.43093
Misty,"Sun Wall > Sand Rock > Alabama",https://www.mountainproject.com/route/105905421/misty,3.6,-1,Sport,5.10b/c,1,90,34.18041,-85.81555
"Knife Edge","Shield > Juan Tabo Canyon > Sandia Mountains > Albuquerque Area > New Mexico",https://www.mountainproject.com/route/106242069/knife-edge,3.6,-1,"Trad, Alpine","Easy 5th",1,900,35.23568,-106.46289
Phobos,"Phobos/Deimos Cliff > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105862966/phobos,3.7,-1,Trad,5.9+,3,275,37.84904,-119.44691
Mosaic,"The Gallery > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106895798/mosaic,3.7,-1,Sport,5.12c,1,60,37.65292,-83.71772
"The Perfect Lie Back","6 - Liebacks Area > The Fortress > Woodfords Canyon > Carson Pass Highway (88) > Lake Tahoe > California",https://www.mountainproject.com/route/106395441/the-perfect-lie-back,3.7,-1,Trad,5.8,1,60,38.76935,-119.85229
"Stoned Temple Pilot","The Prudential > *Rumney > New Hampshire",https://www.mountainproject.com/route/105907577/stoned-temple-pilot,3.7,-1,Sport,5.12a,1,,43.80513,-71.84452
"Saddam Hussein","North Clear Creek > North Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/106090481/saddam-hussein,3.7,-1,Sport,5.11b/c,1,110,36.09595,-84.70764
Lalaland,"Faulty Tower > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105880517/lalaland,3.7,-1,Sport,5.11c,1,110,37.51367,-118.57129
"Pick Pocket","Holy Trinity > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105843696/pick-pocket,3.7,-1,Sport,5.11a,1,60,37.52349,-118.57518
"Red Zinger","The Friar and Byrd Pinnacle > 12-Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732425/red-zinger,3.7,-1,Trad,5.10+,2,110,36.10394,-115.48544
"Revelation Route","Sin City > Devil's Head > South Platte > Colorado",https://www.mountainproject.com/route/112087135/revelation-route,3.6,-1,Sport,5.11a/b,7,600,39.25384,-105.08995
Soler,"Upper Broadway > South Peak - East Face > Seneca Rocks > West Virginia",https://www.mountainproject.com/route/106061731/soler,3.6,-1,Trad,5.7,2,200,38.8344,-79.36659
"Tulgey Wood","West Face > Devils Tower > Wyoming",https://www.mountainproject.com/route/105714953/tulgey-wood,3.6,-1,Trad,5.10a,3,300,44.59062,-104.71615
[Redacted],"Forgotten Wall > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105959522/redacted,3.7,-1,Sport,5.11d,1,50,49.91054,-123.15621
"Fission aka Ken T'ank","The Armory > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105758647/fission-aka-ken-tank,3.7,-1,Sport,5.12b/c,1,50,39.74066,-105.41445
Midterm,"Ad. Arch Rock > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105915149/midterm,3.7,-1,Trad,5.10b,1,130,37.6893,-119.7334
"Gung Ho","Military Wall > Northern Gorge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105891685/gung-ho,3.7,-1,Sport,5.12b,1,60,37.8159,-83.66918
"Adventure Punks","Challenger Wall > 10-Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106252692/adventure-punks,3.6,-1,Trad,5.10d,5,550,36.1187,-115.49655
Arachnid,"Tower Rock > Northern Gorge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105882818/arachnid,3.7,-1,Trad,5.8+,1,80,37.82823,-83.59714
Undertow,"The Slab > South > Flatirons > Boulder > Colorado",https://www.mountainproject.com/route/105752323/undertow,3.7,-1,Sport,5.12b,1,80,39.9629,-105.287
"Southwest Rib","South Early Winters Spire > Liberty Bell Group > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/106416669/southwest-rib,3.4,-1,"Trad, Alpine",5.8,7,900,48.51216,-120.65513
"Northeast Ridge (Knife-Edge)","Capitol Peak > Alpine Rock > Colorado",https://www.mountainproject.com/route/105759126/northeast-ridge-knife-edge,3.6,-1,"Trad, Alpine",4th,1,,39.1503,-107.082
"Cake Walk","T-Wall East > The Tennessee Wall > Tennessee",https://www.mountainproject.com/route/105889130/cake-walk,3.7,-1,Trad,5.10a,1,100,35.07379,-85.40108
